"","LODGEMENT.DATE","BILLING.DOC","fuel_surcharge_pct"
"1",20240129,7814565997,0.117013640537462
"2",20240129,7814567684,0.117081686669881
"3",20240129,7814627623,0.117062422889589
"4",20240129,7814627987,0.117063974947366
"5",20240129,7814627988,0.11710328830786
"6",20240129,7814627989,0.116903108057823
"7",20240129,7814627990,0.116998932997769
"8",20240129,7814627991,0.117074525828669
"9",20240129,7814627992,0.117068664956635
"10",20240129,7814627993,0.116981121515618
"11",20240129,7814627994,0.116966330072204
"12",20240129,7814627995,0.117035548955101
"13",20240129,7814632476,0.117343266411958
"14",20240129,7814632483,0.117418708263374
"15",20240129,7814635004,0.117351712267769
"16",20240129,7814635009,0.117075718769112
"17",20240129,7814635010,0.117285092068808
"18",20240129,7814635011,0.117047885029667
"19",20240129,7814635032,0.117198449080676
"20",20240129,7814635079,0.117149349181553
"21",20240129,7814635082,0.117202753742319
"22",20240129,7814638914,0.117063913106405
"23",20240129,7814638923,0.116903096586925
"24",20240129,7814638924,0.117045050718029
"25",20240129,7814639671,0.116866261088481
"26",20240129,7814639690,0.116913497143349
"27",20240129,7814641276,0.1168
"28",20240129,7814641277,0.11702688455456
"29",20240129,7814641278,0.11708519665176
"30",20240129,7814641279,0.117036304223198
"31",20240129,7814641280,0.117011686879768
"32",20240129,7814641281,0.116849961653928
"33",20240129,7814641284,0.116973928719661
"34",20240129,7814642957,0.117091544993853
"35",20240129,7814642964,0.117454265027205
"36",20240129,7814642965,0.117036104456831
"37",20240129,7814642966,0.116939957451811
"38",20240129,7814643363,0.117056843704671
"39",20240129,7814643366,0.117071760826363
"40",20240129,7814643367,0.117270904690381
"41",20240129,7814648329,0.117147354522803
"42",20240129,7814649232,0.117433416864082
"43",20240129,7814649234,0.117190895138891
"44",20240129,7814649236,0.116850025019206
"45",20240129,7814649409,0.117053258209207
"46",20240129,7814649420,0.117486338797814
"47",20240129,7814649424,0.11720666737808
"48",20240129,7814649425,0.117105896232942
"49",20240129,7814653066,0.117279079909633
"50",20240129,7814653091,0.117313586921869
"51",20240129,7814653098,0.11719670690225
"52",20240129,7814653107,0.117130249811776
"53",20240129,7814653108,0.117556055304827
"54",20240129,7814655349,0.117030245301137
"55",20240129,7814655350,0.11722914445629
"56",20240129,7814655351,0.117068715812552
"57",20240129,7814655379,0.117083888418387
"58",20240129,7814655385,0.116947943903019
"59",20240129,7814655387,0.117033207568642
"60",20240129,7814655396,0.117031670362653
"61",20240129,7814656327,0.116849451095505
"62",20240129,7814658972,0.117189149126897
"63",20240129,7814659011,0.116869097705309
"64",20240129,7814661991,0.117098676422837
"65",20240129,7814661994,0.117157715623166
"66",20240129,7814661998,0.117196167661115
"67",20240129,7814662005,0.117243825720364
"68",20240129,7814664993,0.11700991514377
"69",20240129,7814664995,0.116827206848491
"70",20240129,7814664996,0.117229129662522
"71",20240129,7814664998,0.116986988871718
"72",20240129,7814665000,0.116883116883117
"73",20240129,7814666561,0.116997943215059
"74",20240129,7814668476,0.117240455800117
"75",20240129,7814668486,0.117647058823529
"76",20240129,7814668488,0.117002976511123
"77",20240129,7814668491,0.117035348144661
"78",20240129,7814668492,0.117109639929867
"79",20240129,7814668493,0.11701109481616
"80",20240129,7814668572,0.117121195815939
"81",20240129,7814668573,0.116941529235382
"82",20240129,7814668578,0.117087948603797
"83",20240129,7814668579,0.117055013550037
"84",20240129,7814669863,0.117141772547897
"85",20240129,7814669864,0.11705376879373
"86",20240129,7814669865,0.117123238107612
"87",20240129,7814669867,0.117236294240111
"88",20240129,7814672196,0.117006346123722
"89",20240129,7814672197,0.117062102708449
"90",20240129,7814672218,0.117020800857662
"91",20240129,7814672222,0.116587400782379
"92",20240129,7814672227,0.116998548284148
"93",20240129,7814672306,0.117110480072196
"94",20240129,7814672308,0.117277652144406
"95",20240129,7814672310,0.117176448926534
"96",20240129,7814672311,0.117345561340036
"97",20240129,7814672313,0.116475164178544
"98",20240129,7814673856,0.117124566716471
"99",20240129,7814673886,0.117115501778255
"100",20240129,7814673911,0.11707930763727
"101",20240129,7814673926,0.117079072309885
"102",20240129,7814674061,0.116946988512385
"103",20240129,7814674062,0.116530516206162
"104",20240129,7814674063,0.117647058823529
"105",20240129,7814674064,0.116874312078237
"106",20240129,7814674366,0.117090446850996
"107",20240129,7814674367,0.117089004648857
"108",20240129,7814674368,0.117091908396752
"109",20240129,7814674369,0.11710659417069
"110",20240129,7814674370,0.11717735240123
"111",20240129,7814674833,0.11663807890223
"112",20240129,7814674834,0.116483516483516
"113",20240129,7814675493,0.117270500372126
"114",20240129,7814675495,0.11720432691049
"115",20240129,7814675498,0.117225522607696
"116",20240129,7814675500,0.11750305997552
"117",20240129,7814675501,0.117123641808004
"118",20240129,7814675600,0.117242002274767
"119",20240129,7814675604,0.117168240673525
"120",20240129,7814675605,0.11727959812877
"121",20240129,7814675744,0.117232527194675
"122",20240129,7814675750,0.117006415696057
"123",20240129,7814675767,0.117142646240085
"124",20240129,7814675782,0.117122223870704
"125",20240129,7814676700,0.117281270125265
"126",20240129,7814676701,0.116828886868014
"127",20240129,7814676702,0.117208149259073
"128",20240129,7814676703,0.116826039259039
"129",20240129,7814676704,0.116941529235382
"130",20240129,7814676731,0.117194807435935
"131",20240129,7814676734,0.11719132550808
"132",20240129,7814676772,0.117138170479787
"133",20240129,7814676773,0.117122474641745
"134",20240129,7814676774,0.117299978116879
"135",20240129,7814676775,0.117593872992235
"136",20240129,7814677084,0.11713622897448
"137",20240129,7814677101,0.117192024206829
"138",20240129,7814677165,0.117183049925994
"139",20240129,7814677354,0.117340683414981
"140",20240129,7814677369,0.117334697220772
