"","BILLING.DOC","DESCRIPTION","SERVICE.DATE","avg_division"
"1",7432709472,"On Demand Tonight",1022024,0
"2",7432709472,"STC Parcels Domestic Fuel Surcharge",1022024,0
"3",7432709473,"On Demand Tonight",1022024,0
"4",7432709473,"STC Parcels Domestic Fuel Surcharge",1022024,0
"5",7432709474,"On Demand Tonight",2022024,0
"6",7432709474,"STC Parcels Domestic Fuel Surcharge",2022024,0
"7",7432716035,"On Demand Afternoon",1022024,0
"8",7432716035,"STC Parcels Domestic Fuel Surcharge",1022024,0
"9",7432716036,"On Demand Afternoon",1022024,0
"10",7432716036,"STC Parcels Domestic Fuel Surcharge",1022024,0
"11",7432716037,"On Demand Afternoon",1022024,0
"12",7432716037,"STC Parcels Domestic Fuel Surcharge",1022024,0
"13",7432716038,"On Demand Afternoon",1022024,0
"14",7432716038,"STC Parcels Domestic Fuel Surcharge",1022024,0
"15",7432716039,"On Demand Afternoon",1022024,0
"16",7432716039,"STC Parcels Domestic Fuel Surcharge",1022024,0
"17",7432716040,"On Demand Afternoon",1022024,0
"18",7432716040,"STC Parcels Domestic Fuel Surcharge",1022024,0
"19",7432716041,"On Demand Afternoon",1022024,0
"20",7432716041,"STC Parcels Domestic Fuel Surcharge",1022024,0
"21",7432716042,"On Demand Afternoon",1022024,0
"22",7432716042,"STC Parcels Domestic Fuel Surcharge",1022024,0
"23",7432716043,"On Demand Afternoon",1022024,0
"24",7432716043,"STC Parcels Domestic Fuel Surcharge",1022024,0
"25",7432716044,"On Demand Afternoon",1022024,0
"26",7432716044,"STC Parcels Domestic Fuel Surcharge",1022024,0
"27",7432716045,"On Demand Afternoon",1022024,0
"28",7432716045,"STC Parcels Domestic Fuel Surcharge",1022024,0
"29",7432716046,"On Demand Afternoon",1022024,0
"30",7432716046,"STC Parcels Domestic Fuel Surcharge",1022024,0
"31",7432716047,"On Demand Afternoon",1022024,0
"32",7432716047,"STC Parcels Domestic Fuel Surcharge",1022024,0
"33",7432716048,"On Demand Afternoon",1022024,0
"34",7432716048,"STC Parcels Domestic Fuel Surcharge",1022024,0
"35",7432716049,"On Demand Afternoon",1022024,0
"36",7432716049,"STC Parcels Domestic Fuel Surcharge",1022024,0
"37",7432716050,"On Demand Afternoon",1022024,0
"38",7432716050,"STC Parcels Domestic Fuel Surcharge",1022024,0
"39",7432716051,"On Demand Afternoon",1022024,0
"40",7432716051,"STC Parcels Domestic Fuel Surcharge",1022024,0
"41",7432716052,"On Demand Afternoon",1022024,0
"42",7432716052,"STC Parcels Domestic Fuel Surcharge",1022024,0
"43",7432716053,"On Demand Afternoon",1022024,0
"44",7432716053,"STC Parcels Domestic Fuel Surcharge",1022024,0
"45",7432716054,"On Demand Afternoon",1022024,0
"46",7432716054,"STC Parcels Domestic Fuel Surcharge",1022024,0
"47",7432716055,"On Demand Afternoon",2022024,0
"48",7432716055,"STC Parcels Domestic Fuel Surcharge",2022024,0
"49",7432716056,"On Demand Afternoon",2022024,0
"50",7432716056,"STC Parcels Domestic Fuel Surcharge",2022024,0
"51",7432716057,"On Demand Afternoon",2022024,0
"52",7432716057,"STC Parcels Domestic Fuel Surcharge",2022024,0
"53",7432716058,"On Demand Afternoon",2022024,0
"54",7432716058,"STC Parcels Domestic Fuel Surcharge",2022024,0
"55",7432716059,"On Demand Afternoon",2022024,0
"56",7432716059,"STC Parcels Domestic Fuel Surcharge",2022024,0
"57",7432716060,"On Demand Afternoon",2022024,0
"58",7432716060,"STC Parcels Domestic Fuel Surcharge",2022024,0
"59",7432716061,"On Demand Afternoon",2022024,0
"60",7432716061,"STC Parcels Domestic Fuel Surcharge",2022024,0
"61",7432716062,"On Demand Afternoon",2022024,0
"62",7432716062,"STC Parcels Domestic Fuel Surcharge",2022024,0
"63",7432716063,"On Demand Afternoon",2022024,0
"64",7432716063,"STC Parcels Domestic Fuel Surcharge",2022024,0
"65",7432716064,"On Demand Afternoon",2022024,0
"66",7432716064,"STC Parcels Domestic Fuel Surcharge",2022024,0
"67",7432716065,"On Demand Afternoon",2022024,0
"68",7432716065,"STC Parcels Domestic Fuel Surcharge",2022024,0
"69",7432716066,"On Demand Afternoon",2022024,0
"70",7432716066,"STC Parcels Domestic Fuel Surcharge",2022024,0
"71",7432716067,"On Demand Afternoon",2022024,0
"72",7432716067,"STC Parcels Domestic Fuel Surcharge",2022024,0
"73",7432716068,"On Demand Afternoon",2022024,0
"74",7432716068,"STC Parcels Domestic Fuel Surcharge",2022024,0
"75",7432716069,"On Demand Afternoon",2022024,0
"76",7432716069,"STC Parcels Domestic Fuel Surcharge",2022024,0
"77",7432716070,"On Demand Afternoon",2022024,0
"78",7432716070,"STC Parcels Domestic Fuel Surcharge",2022024,0
"79",7432716071,"On Demand Afternoon",2022024,0
"80",7432716071,"STC Parcels Domestic Fuel Surcharge",2022024,0
"81",7432716072,"On Demand Afternoon",2022024,0
"82",7432716072,"STC Parcels Domestic Fuel Surcharge",2022024,0
"83",7432716073,"On Demand Afternoon",2022024,0
"84",7432716073,"STC Parcels Domestic Fuel Surcharge",2022024,0
"85",7432716074,"On Demand Afternoon",2022024,0
"86",7432716074,"STC Parcels Domestic Fuel Surcharge",2022024,0
"87",7432716075,"On Demand Afternoon",2022024,0
"88",7432716075,"STC Parcels Domestic Fuel Surcharge",2022024,0
"89",7432716076,"On Demand Afternoon",2022024,0
"90",7432716076,"STC Parcels Domestic Fuel Surcharge",2022024,0
"91",7432716077,"On Demand Afternoon",2022024,0
"92",7432716077,"STC Parcels Domestic Fuel Surcharge",2022024,0
"93",7432716078,"On Demand Afternoon",2022024,0
"94",7432716078,"STC Parcels Domestic Fuel Surcharge",2022024,0
"95",7457745165,"STC Sundry",5022024,0
"96",7457745166,"On Demand Tonight",6022024,0
"97",7457745166,"STC Parcels Domestic Fuel Surcharge",6022024,0
"98",7457745167,"On Demand Tonight",6022024,0
"99",7457745167,"STC Parcels Domestic Fuel Surcharge",6022024,0
"100",7457745168,"On Demand Tonight",8022024,0
"101",7457745168,"STC Parcels Domestic Fuel Surcharge",8022024,0
"102",7457745169,"On Demand Tonight",8022024,0
"103",7457745169,"STC Parcels Domestic Fuel Surcharge",8022024,0
"104",7457745170,"On Demand Tonight",9022024,0
"105",7457745170,"STC Parcels Domestic Fuel Surcharge",9022024,0
"106",7482735042,"On Demand Afternoon",5022024,0
"107",7482735042,"STC Parcels Domestic Fuel Surcharge",5022024,0
"108",7482735043,"On Demand Afternoon",5022024,0
"109",7482735043,"STC Parcels Domestic Fuel Surcharge",5022024,0
"110",7482735044,"On Demand Afternoon",5022024,0
"111",7482735044,"STC Parcels Domestic Fuel Surcharge",5022024,0
"112",7482735045,"On Demand Afternoon",5022024,0
"113",7482735045,"STC Parcels Domestic Fuel Surcharge",5022024,0
"114",7482735046,"On Demand Afternoon",5022024,0
"115",7482735046,"STC Parcels Domestic Fuel Surcharge",5022024,0
"116",7482735047,"On Demand Afternoon",5022024,0
"117",7482735047,"STC Parcels Domestic Fuel Surcharge",5022024,0
"118",7482735048,"On Demand Afternoon",5022024,0
"119",7482735048,"STC Parcels Domestic Fuel Surcharge",5022024,0
"120",7482735049,"On Demand Afternoon",5022024,0
"121",7482735049,"STC Parcels Domestic Fuel Surcharge",5022024,0
"122",7482735050,"On Demand Afternoon",5022024,0
"123",7482735050,"STC Parcels Domestic Fuel Surcharge",5022024,0
"124",7482735051,"On Demand Afternoon",5022024,0
"125",7482735051,"STC Parcels Domestic Fuel Surcharge",5022024,0
"126",7482735052,"On Demand Afternoon",5022024,0
"127",7482735052,"STC Parcels Domestic Fuel Surcharge",5022024,0
"128",7482735053,"On Demand Afternoon",5022024,0
"129",7482735053,"STC Parcels Domestic Fuel Surcharge",5022024,0
"130",7482735054,"On Demand Afternoon",5022024,0
"131",7482735054,"STC Parcels Domestic Fuel Surcharge",5022024,0
"132",7482735055,"On Demand Afternoon",5022024,0
"133",7482735055,"STC Parcels Domestic Fuel Surcharge",5022024,0
"134",7482735056,"On Demand Afternoon",5022024,0
"135",7482735056,"STC Parcels Domestic Fuel Surcharge",5022024,0
"136",7482735057,"On Demand Afternoon",5022024,0
"137",7482735057,"STC Parcels Domestic Fuel Surcharge",5022024,0
"138",7482735058,"On Demand Afternoon",5022024,0
"139",7482735058,"STC Parcels Domestic Fuel Surcharge",5022024,0
"140",7482735059,"On Demand Afternoon",5022024,0
"141",7482735059,"STC Parcels Domestic Fuel Surcharge",5022024,0
"142",7482735060,"On Demand Afternoon",5022024,0
"143",7482735060,"STC Parcels Domestic Fuel Surcharge",5022024,0
"144",7482735061,"On Demand Afternoon",5022024,0
"145",7482735061,"STC Parcels Domestic Fuel Surcharge",5022024,0
"146",7482735062,"On Demand Afternoon",5022024,0
"147",7482735062,"STC Parcels Domestic Fuel Surcharge",5022024,0
"148",7482735063,"On Demand Afternoon",5022024,0
"149",7482735063,"STC Parcels Domestic Fuel Surcharge",5022024,0
"150",7482735064,"On Demand Afternoon",5022024,0
"151",7482735064,"STC Parcels Domestic Fuel Surcharge",5022024,0
"152",7482735065,"On Demand Afternoon",5022024,0
"153",7482735065,"STC Parcels Domestic Fuel Surcharge",5022024,0
"154",7482735066,"On Demand Afternoon",5022024,0
"155",7482735066,"STC Parcels Domestic Fuel Surcharge",5022024,0
"156",7482735067,"On Demand Afternoon",5022024,0
"157",7482735067,"STC Parcels Domestic Fuel Surcharge",5022024,0
"158",7482735068,"On Demand Afternoon",5022024,0
"159",7482735068,"STC Parcels Domestic Fuel Surcharge",5022024,0
"160",7482735069,"On Demand Afternoon",5022024,0
"161",7482735069,"STC Parcels Domestic Fuel Surcharge",5022024,0
"162",7482735070,"On Demand Afternoon",6022024,0
"163",7482735070,"STC Parcels Domestic Fuel Surcharge",6022024,0
"164",7482735071,"On Demand Afternoon",6022024,0
"165",7482735071,"STC Parcels Domestic Fuel Surcharge",6022024,0
"166",7482735072,"On Demand Afternoon",6022024,0
"167",7482735072,"STC Parcels Domestic Fuel Surcharge",6022024,0
"168",7482735073,"On Demand Afternoon",6022024,0
"169",7482735073,"STC Parcels Domestic Fuel Surcharge",6022024,0
"170",7482735074,"On Demand Afternoon",6022024,0
"171",7482735074,"STC Parcels Domestic Fuel Surcharge",6022024,0
"172",7482735075,"On Demand Afternoon",6022024,0
"173",7482735075,"STC Parcels Domestic Fuel Surcharge",6022024,0
"174",7482735076,"On Demand Afternoon",6022024,0
"175",7482735076,"STC Parcels Domestic Fuel Surcharge",6022024,0
"176",7482735077,"On Demand Afternoon",6022024,0
"177",7482735077,"STC Parcels Domestic Fuel Surcharge",6022024,0
"178",7482735078,"On Demand Afternoon",6022024,0
"179",7482735078,"STC Parcels Domestic Fuel Surcharge",6022024,0
"180",7482735079,"On Demand Afternoon",6022024,0
"181",7482735079,"STC Parcels Domestic Fuel Surcharge",6022024,0
"182",7482735080,"On Demand Afternoon",6022024,0
"183",7482735080,"STC Parcels Domestic Fuel Surcharge",6022024,0
"184",7482735081,"On Demand Afternoon",6022024,0
"185",7482735081,"STC Parcels Domestic Fuel Surcharge",6022024,0
"186",7482735082,"On Demand Afternoon",6022024,0
"187",7482735082,"STC Parcels Domestic Fuel Surcharge",6022024,0
"188",7482735083,"On Demand Afternoon",6022024,0
"189",7482735083,"STC Parcels Domestic Fuel Surcharge",6022024,0
"190",7482735084,"On Demand Afternoon",6022024,0
"191",7482735084,"STC Parcels Domestic Fuel Surcharge",6022024,0
"192",7482735085,"On Demand Afternoon",6022024,0
"193",7482735085,"STC Parcels Domestic Fuel Surcharge",6022024,0
"194",7482735086,"On Demand Afternoon",6022024,0
"195",7482735086,"STC Parcels Domestic Fuel Surcharge",6022024,0
"196",7482735087,"On Demand Afternoon",6022024,0
"197",7482735087,"STC Parcels Domestic Fuel Surcharge",6022024,0
"198",7482735088,"On Demand Afternoon",6022024,0
"199",7482735088,"STC Parcels Domestic Fuel Surcharge",6022024,0
"200",7482735089,"On Demand Afternoon",6022024,0
"201",7482735089,"STC Parcels Domestic Fuel Surcharge",6022024,0
"202",7482735090,"On Demand Afternoon",6022024,0
"203",7482735090,"STC Parcels Domestic Fuel Surcharge",6022024,0
"204",7482735091,"On Demand Afternoon",7022024,0
"205",7482735091,"STC Parcels Domestic Fuel Surcharge",7022024,0
"206",7482735092,"On Demand Afternoon",7022024,0
"207",7482735092,"STC Parcels Domestic Fuel Surcharge",7022024,0
"208",7482735093,"On Demand Afternoon",7022024,0
"209",7482735093,"STC Parcels Domestic Fuel Surcharge",7022024,0
"210",7482735094,"On Demand Afternoon",7022024,0
"211",7482735094,"STC Parcels Domestic Fuel Surcharge",7022024,0
"212",7482735095,"On Demand Afternoon",7022024,0
"213",7482735095,"STC Parcels Domestic Fuel Surcharge",7022024,0
"214",7482735096,"On Demand Afternoon",7022024,0
"215",7482735096,"STC Parcels Domestic Fuel Surcharge",7022024,0
"216",7482735097,"On Demand Afternoon",7022024,0
"217",7482735097,"STC Parcels Domestic Fuel Surcharge",7022024,0
"218",7482735098,"On Demand Afternoon",7022024,0
"219",7482735098,"STC Parcels Domestic Fuel Surcharge",7022024,0
"220",7482735099,"On Demand Afternoon",7022024,0
"221",7482735099,"STC Parcels Domestic Fuel Surcharge",7022024,0
"222",7482735100,"On Demand Afternoon",7022024,0
"223",7482735100,"STC Parcels Domestic Fuel Surcharge",7022024,0
"224",7482735101,"On Demand Afternoon",7022024,0
"225",7482735101,"STC Parcels Domestic Fuel Surcharge",7022024,0
"226",7482735102,"On Demand Afternoon",7022024,0
"227",7482735102,"STC Parcels Domestic Fuel Surcharge",7022024,0
"228",7482735103,"On Demand Afternoon",7022024,0
"229",7482735103,"STC Parcels Domestic Fuel Surcharge",7022024,0
"230",7482735104,"On Demand Afternoon",7022024,0
"231",7482735104,"STC Parcels Domestic Fuel Surcharge",7022024,0
"232",7482735105,"On Demand Afternoon",7022024,0
"233",7482735105,"STC Parcels Domestic Fuel Surcharge",7022024,0
"234",7482735106,"On Demand Afternoon",7022024,0
"235",7482735106,"STC Parcels Domestic Fuel Surcharge",7022024,0
"236",7482735107,"On Demand Afternoon",7022024,0
"237",7482735107,"STC Parcels Domestic Fuel Surcharge",7022024,0
"238",7482735108,"On Demand Afternoon",7022024,0
"239",7482735108,"STC Parcels Domestic Fuel Surcharge",7022024,0
"240",7482735109,"On Demand Afternoon",7022024,0
"241",7482735109,"STC Parcels Domestic Fuel Surcharge",7022024,0
"242",7482735110,"On Demand Afternoon",7022024,0
"243",7482735110,"STC Parcels Domestic Fuel Surcharge",7022024,0
"244",7482735111,"On Demand Afternoon",7022024,0
"245",7482735111,"STC Parcels Domestic Fuel Surcharge",7022024,0
"246",7482735112,"On Demand Afternoon",7022024,0
"247",7482735112,"STC Parcels Domestic Fuel Surcharge",7022024,0
"248",7482735113,"On Demand Afternoon",7022024,0
"249",7482735113,"STC Parcels Domestic Fuel Surcharge",7022024,0
"250",7482735114,"On Demand Afternoon",7022024,0
"251",7482735114,"STC Parcels Domestic Fuel Surcharge",7022024,0
"252",7482735115,"On Demand Afternoon",7022024,0
"253",7482735115,"STC Parcels Domestic Fuel Surcharge",7022024,0
"254",7482735116,"On Demand Afternoon",7022024,0
"255",7482735116,"STC Parcels Domestic Fuel Surcharge",7022024,0
"256",7482735117,"On Demand Afternoon",7022024,0
"257",7482735117,"STC Parcels Domestic Fuel Surcharge",7022024,0
"258",7482735118,"On Demand Afternoon",7022024,0
"259",7482735118,"STC Parcels Domestic Fuel Surcharge",7022024,0
"260",7482735119,"On Demand Afternoon",7022024,0
"261",7482735119,"STC Parcels Domestic Fuel Surcharge",7022024,0
"262",7482735120,"On Demand Afternoon",7022024,0
"263",7482735120,"STC Parcels Domestic Fuel Surcharge",7022024,0
"264",7482735121,"On Demand Afternoon",8022024,0
"265",7482735121,"STC Parcels Domestic Fuel Surcharge",8022024,0
"266",7482735122,"On Demand Afternoon",8022024,0
"267",7482735122,"STC Parcels Domestic Fuel Surcharge",8022024,0
"268",7482735123,"On Demand Afternoon",8022024,0
"269",7482735123,"STC Parcels Domestic Fuel Surcharge",8022024,0
"270",7482735124,"On Demand Afternoon",8022024,0
"271",7482735124,"STC Parcels Domestic Fuel Surcharge",8022024,0
"272",7482735125,"On Demand Afternoon",8022024,0
"273",7482735125,"STC Parcels Domestic Fuel Surcharge",8022024,0
"274",7482735126,"On Demand Afternoon",8022024,0
"275",7482735126,"STC Parcels Domestic Fuel Surcharge",8022024,0
"276",7482735127,"On Demand Afternoon",8022024,0
"277",7482735127,"STC Parcels Domestic Fuel Surcharge",8022024,0
"278",7482735128,"On Demand Afternoon",8022024,0
"279",7482735128,"STC Parcels Domestic Fuel Surcharge",8022024,0
"280",7482735129,"On Demand Afternoon",8022024,0
"281",7482735129,"STC Parcels Domestic Fuel Surcharge",8022024,0
"282",7482735130,"On Demand Afternoon",8022024,0
"283",7482735130,"STC Parcels Domestic Fuel Surcharge",8022024,0
"284",7482735131,"On Demand Afternoon",8022024,0
"285",7482735131,"STC Parcels Domestic Fuel Surcharge",8022024,0
"286",7482735132,"On Demand Afternoon",8022024,0
"287",7482735132,"STC Parcels Domestic Fuel Surcharge",8022024,0
"288",7482735133,"On Demand Afternoon",8022024,0
"289",7482735133,"STC Parcels Domestic Fuel Surcharge",8022024,0
"290",7482735134,"On Demand Afternoon",8022024,0
"291",7482735134,"STC Parcels Domestic Fuel Surcharge",8022024,0
"292",7482735135,"On Demand Afternoon",8022024,0
"293",7482735135,"STC Parcels Domestic Fuel Surcharge",8022024,0
"294",7482735136,"On Demand Afternoon",8022024,0
"295",7482735136,"STC Parcels Domestic Fuel Surcharge",8022024,0
"296",7482735137,"On Demand Afternoon",8022024,0
"297",7482735137,"STC Parcels Domestic Fuel Surcharge",8022024,0
"298",7482735138,"On Demand Afternoon",8022024,0
"299",7482735138,"STC Parcels Domestic Fuel Surcharge",8022024,0
"300",7482735139,"On Demand Afternoon",8022024,0
"301",7482735139,"STC Parcels Domestic Fuel Surcharge",8022024,0
"302",7482735140,"On Demand Afternoon",8022024,0
"303",7482735140,"STC Parcels Domestic Fuel Surcharge",8022024,0
"304",7482735141,"On Demand Afternoon",8022024,0
"305",7482735141,"STC Parcels Domestic Fuel Surcharge",8022024,0
"306",7482735142,"On Demand Afternoon",9022024,0
"307",7482735142,"STC Parcels Domestic Fuel Surcharge",9022024,0
"308",7482735143,"On Demand Afternoon",9022024,0
"309",7482735143,"STC Parcels Domestic Fuel Surcharge",9022024,0
"310",7482735144,"On Demand Afternoon",9022024,0
"311",7482735144,"STC Parcels Domestic Fuel Surcharge",9022024,0
"312",7482735145,"On Demand Afternoon",9022024,0
"313",7482735145,"STC Parcels Domestic Fuel Surcharge",9022024,0
"314",7482735146,"On Demand Afternoon",9022024,0
"315",7482735146,"STC Parcels Domestic Fuel Surcharge",9022024,0
"316",7482735147,"On Demand Afternoon",9022024,0
"317",7482735147,"STC Parcels Domestic Fuel Surcharge",9022024,0
"318",7482735148,"On Demand Afternoon",9022024,0
"319",7482735148,"STC Parcels Domestic Fuel Surcharge",9022024,0
"320",7482735149,"On Demand Afternoon",9022024,0
"321",7482735149,"STC Parcels Domestic Fuel Surcharge",9022024,0
"322",7482735150,"On Demand Afternoon",9022024,0
"323",7482735150,"STC Parcels Domestic Fuel Surcharge",9022024,0
"324",7482735151,"On Demand Afternoon",9022024,0
"325",7482735151,"STC Parcels Domestic Fuel Surcharge",9022024,0
"326",7482735152,"On Demand Afternoon",9022024,0
"327",7482735152,"STC Parcels Domestic Fuel Surcharge",9022024,0
"328",7482735153,"On Demand Afternoon",9022024,0
"329",7482735153,"STC Parcels Domestic Fuel Surcharge",9022024,0
"330",7482735154,"On Demand Afternoon",9022024,0
"331",7482735154,"STC Parcels Domestic Fuel Surcharge",9022024,0
"332",7482735155,"On Demand Afternoon",9022024,0
"333",7482735155,"STC Parcels Domestic Fuel Surcharge",9022024,0
"334",7482735156,"On Demand Afternoon",9022024,0
"335",7482735156,"STC Parcels Domestic Fuel Surcharge",9022024,0
"336",7482735157,"On Demand Afternoon",9022024,0
"337",7482735157,"STC Parcels Domestic Fuel Surcharge",9022024,0
"338",7482735158,"On Demand Afternoon",9022024,0
"339",7482735158,"STC Parcels Domestic Fuel Surcharge",9022024,0
"340",7482735159,"On Demand Afternoon",9022024,0
"341",7482735159,"STC Parcels Domestic Fuel Surcharge",9022024,0
"342",7482735160,"On Demand Afternoon",9022024,0
"343",7482735160,"STC Parcels Domestic Fuel Surcharge",9022024,0
"344",7482735161,"On Demand Afternoon",9022024,0
"345",7482735161,"STC Parcels Domestic Fuel Surcharge",9022024,0
"346",7482735162,"On Demand Afternoon",9022024,0
"347",7482735162,"STC Parcels Domestic Fuel Surcharge",9022024,0
"348",7482735163,"On Demand Afternoon",9022024,0
"349",7482735163,"STC Parcels Domestic Fuel Surcharge",9022024,0
"350",7482735164,"On Demand Afternoon",9022024,0
"351",7482735164,"STC Parcels Domestic Fuel Surcharge",9022024,0
"352",7482735165,"On Demand Afternoon",9022024,0
"353",7482735165,"STC Parcels Domestic Fuel Surcharge",9022024,0
"354",7482735166,"On Demand Afternoon",9022024,0
"355",7482735166,"STC Parcels Domestic Fuel Surcharge",9022024,0
"356",7482735167,"On Demand Afternoon",9022024,0
"357",7482735167,"STC Parcels Domestic Fuel Surcharge",9022024,0
"358",7482735168,"On Demand Afternoon",9022024,0
"359",7482735168,"STC Parcels Domestic Fuel Surcharge",9022024,0
"360",7482735169,"On Demand Afternoon",9022024,0
"361",7482735169,"STC Parcels Domestic Fuel Surcharge",9022024,0
"362",7482735170,"On Demand Afternoon",9022024,0
"363",7482735170,"STC Parcels Domestic Fuel Surcharge",9022024,0
"364",7482735171,"On Demand Afternoon",9022024,0
"365",7482735171,"STC Parcels Domestic Fuel Surcharge",9022024,0
"366",7482735172,"On Demand Afternoon",9022024,0
"367",7482735172,"STC Parcels Domestic Fuel Surcharge",9022024,0
"368",7814483633,"AP Parcels Domestic Fuel Surcharge",1022024,NA
"369",7814483633,"eParcel Call For Return",1022024,Inf
"370",7814494049,"AP Parcels Domestic Fuel Surcharge",1022024,0
"371",7814494049,"eParcel Return To Sender",1022024,0.111764705882353
"372",7814494050,"AP Parcels Domestic Fuel Surcharge",1022024,0
"373",7814494050,"eParcel Return To Sender",1022024,0.10672268907563
"374",7814495425,"AP Parcels Domestic Fuel Surcharge",1022024,0
"375",7814495425,"eParcel Return To Sender",1022024,0.100840336134454
"376",7814495426,"AP Parcels Domestic Fuel Surcharge",1022024,0
"377",7814495426,"eParcel Return To Sender",1022024,0.100840336134454
"378",7814495427,"AP Parcels Domestic Fuel Surcharge",1022024,0
"379",7814495427,"eParcel Return To Sender",1022024,0.111764705882353
"380",7814496080,"AP Parcels Domestic Fuel Surcharge",1022024,0
"381",7814496080,"eParcel Return To Sender",1022024,0.10672268907563
"382",7814496487,"AP Parcels Domestic Fuel Surcharge",1022024,0
"383",7814496487,"eParcel Return To Sender",1022024,0.10672268907563
"384",7814496791,"AP Parcels Domestic Fuel Surcharge",1022024,0
"385",7814496791,"eParcel Return To Sender",1022024,0.10672268907563
"386",7814497346,"AP Parcels Domestic Fuel Surcharge",1022024,0
"387",7814497346,"eParcel Return To Sender",1022024,0.10672268907563
"388",7814497699,"AP Parcels Domestic Fuel Surcharge",1022024,0
"389",7814497699,"eParcel Return To Sender",1022024,0.111764705882353
"390",7814497780,"AP Parcels Domestic Fuel Surcharge",1022024,0
"391",7814497780,"eParcel Return To Sender",1022024,0.10672268907563
"392",7814498045,"AP Parcels Domestic Fuel Surcharge",1022024,0
"393",7814498045,"eParcel Return To Sender",1022024,0.111764705882353
"394",7814498046,"AP Parcels Domestic Fuel Surcharge",1022024,0
"395",7814498046,"eParcel Return To Sender",1022024,0.10672268907563
"396",7814498296,"AP Parcels Domestic Fuel Surcharge",1022024,0
"397",7814498296,"eParcel Return To Sender",1022024,0.111764705882353
"398",7814498300,"AP Parcels Domestic Fuel Surcharge",1022024,0
"399",7814498300,"eParcel Return To Sender",1022024,0.10672268907563
"400",7814498419,"AP Parcels Domestic Fuel Surcharge",1022024,0
"401",7814498419,"eParcel Return To Sender",1022024,0.10672268907563
"402",7814498536,"AP Parcels Domestic Fuel Surcharge",1022024,0
"403",7814498536,"eParcel Return To Sender",1022024,0.10672268907563
"404",7814498918,"AP Parcels Domestic Fuel Surcharge",1022024,0
"405",7814498918,"eParcel Return To Sender",1022024,0.10672268907563
"406",7814498919,"AP Parcels Domestic Fuel Surcharge",1022024,0
"407",7814498919,"eParcel Return To Sender",1022024,0.10672268907563
"408",7814499132,"AP Parcels Domestic Fuel Surcharge",1022024,0
"409",7814499132,"eParcel Return To Sender",1022024,0.10672268907563
"410",7814499148,"AP Parcels Domestic Fuel Surcharge",1022024,0
"411",7814499148,"eParcel Return To Sender",1022024,0.111764705882353
"412",7814499254,"AP Parcels Domestic Fuel Surcharge",1022024,0
"413",7814499254,"eParcel Return To Sender",1022024,0.10672268907563
"414",7814499425,"AP Parcels Domestic Fuel Surcharge",1022024,0
"415",7814499425,"eParcel Return To Sender",1022024,0.10672268907563
"416",7814499426,"AP Parcels Domestic Fuel Surcharge",1022024,0
"417",7814499426,"eParcel Return To Sender",1022024,0.10672268907563
"418",7814499427,"AP Parcels Domestic Fuel Surcharge",1022024,0
"419",7814499427,"eParcel Return To Sender",1022024,0.106442577030812
"420",7814500043,"AP Parcels Domestic Fuel Surcharge",1022024,0
"421",7814500043,"eParcel Return To Sender",1022024,0.111764705882353
"422",7814518591,"AP Parcels Domestic Fuel Surcharge",1022024,NA
"423",7814518591,"eParcel Call For Return",1022024,Inf
"424",7814518592,"AP Parcels Domestic Fuel Surcharge",1022024,0
"425",7814518592,"eParcel Call For Return",1022024,0.106418918918919
"426",7814523740,"AP International Line Haul Surcharge",1022024,NA
"427",7814523740,"PACK AND TRACK INTERNATIONAL",1022024,0
"428",7814540619,"AP Parcels Domestic Fuel Surcharge",1022024,NA
"429",7814540619,"eParcel Call For Return",1022024,Inf
"430",7814540620,"AP Parcels Domestic Fuel Surcharge",1022024,NA
"431",7814540620,"eParcel Call For Return",1022024,Inf
"432",7814551980,"AP Parcels Domestic Fuel Surcharge",1022024,NA
"433",7814551980,"eParcel Call For Return",1022024,Inf
"434",7814551981,"AP Parcels Domestic Fuel Surcharge",1022024,0
"435",7814551981,"eParcel Call For Return",1022024,0.106418918918919
"436",7814551982,"AP Parcels Domestic Fuel Surcharge",1022024,0
"437",7814551982,"eParcel Call For Return",1022024,0.106418918918919
"438",7814551983,"AP Parcels Domestic Fuel Surcharge",1022024,0
"439",7814551983,"eParcel Call For Return",1022024,0.106418918918919
"440",7814551984,"AP Parcels Domestic Fuel Surcharge",1022024,0
"441",7814551984,"eParcel Post Return",1022024,0.106418918918919
"442",7814561918,"AP Parcels Domestic Fuel Surcharge",1022024,0
"443",7814561918,"eParcel Post Return",1022024,0.106418918918919
"444",7814561919,"AP Parcels Domestic Fuel Surcharge",1022024,0
"445",7814561919,"eParcel Post Return",1022024,0.106418918918919
"446",7814561920,"AP Parcels Domestic Fuel Surcharge",1022024,0
"447",7814561920,"eParcel Post Return",1022024,0.106418918918919
"448",7814561921,"AP Parcels Domestic Fuel Surcharge",1022024,0
"449",7814561921,"eParcel Post Return",1022024,0.106418918918919
"450",7814561922,"AP Parcels Domestic Fuel Surcharge",1022024,0
"451",7814561922,"eParcel Post Return",1022024,0.106418918918919
"452",7814561923,"AP Parcels Domestic Fuel Surcharge",1022024,0
"453",7814561923,"eParcel Post Return",1022024,0.106418918918919
"454",7814561925,"AP Parcels Domestic Fuel Surcharge",1022024,0
"455",7814561925,"eParcel Post Return",1022024,0.106418918918919
"456",7814561926,"AP Parcels Domestic Fuel Surcharge",1022024,0
"457",7814561926,"eParcel Post Return",1022024,0.106418918918919
