"","BILLING.DOC","DESCRIPTION","SERVICE.DATE","avg_division"
"2176",7814765676,"eParcel Post Return",2022024,0.0878378378378378
"2177",7814765677,"AP Parcels Domestic Fuel Surcharge",2022024,0
"2178",7814765677,"eParcel Post Return",2022024,0.0878378378378378
"2179",7814765678,"AP Parcels Domestic Fuel Surcharge",2022024,0
"2180",7814765678,"eParcel Post Return",2022024,0.0878378378378378
"2181",7814765679,"AP Parcels Domestic Fuel Surcharge",2022024,0
"2182",7814765679,"eParcel Post Return",2022024,0.0878378378378378
"2183",7814765680,"AP Parcels Domestic Fuel Surcharge",2022024,0
"2184",7814765680,"eParcel Post Return",2022024,0.0878378378378378
"2185",7814765681,"AP Parcels Domestic Fuel Surcharge",2022024,0
"2186",7814765681,"eParcel Post Return",2022024,0.0878378378378378
"2187",7814765682,"AP Parcels Domestic Fuel Surcharge",2022024,0
"2188",7814765682,"eParcel Post Return",2022024,0.0878378378378378
"2189",7814765683,"AP Parcels Domestic Fuel Surcharge",2022024,0
"2190",7814765683,"eParcel Post Return",2022024,0.0878378378378378
"2191",7814765684,"AP Parcels Domestic Fuel Surcharge",2022024,0
"2192",7814765684,"eParcel Post Return",2022024,0.0878378378378378
"2193",7814767923,"AP International Line Haul Surcharge",2022024,NA
"2194",7814767923,"Express Courier International (eParcel)",2022024,0
"2195",7814767924,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2196",7814767924,"AP Security Mgt Charge",2022024,NA
"2197",7814767924,"Express Post with Signature",2022024,0.106090373280943
"2198",7814767924,"Parcel Post with Signature",2022024,0.10636085583353
"2199",7814769257,"AP International Line Haul Surcharge",2022024,NA
"2200",7814769257,"PACK AND TRACK INTERNATIONAL",2022024,0
"2201",7814769261,"AP International Line Haul Surcharge",2022024,NA
"2202",7814769261,"PACK AND TRACK INTERNATIONAL",2022024,0
"2203",7814769266,"AP International Line Haul Surcharge",2022024,NA
"2204",7814769266,"Express Courier International (eParcel)",2022024,0
"2205",7814769271,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2206",7814769271,"AP Security Mgt Charge",2022024,NA
"2207",7814769271,"Express Post with Signature",2022024,0.106344754288918
"2208",7814769271,"Parcel Post with Signature",2022024,0.106529209621993
"2209",7814770433,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2210",7814770433,"AP Security Mgt Charge",2022024,NA
"2211",7814770433,"Express Post with Signature",2022024,0.106523534269199
"2212",7814770434,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2213",7814770434,"AP Security Mgt Charge",2022024,NA
"2214",7814770434,"Express Post with Signature",2022024,0.106590832578652
"2215",7814770666,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2216",7814770666,"AP Security Mgt Charge",2022024,NA
"2217",7814770666,"Express Post with Signature",2022024,0.106861036137352
"2218",7814770666,"Parcel Post with Signature",2022024,0.106837606837607
"2219",7814770668,"PACK AND TRACK INTERNATIONAL",2022024,0
"2220",7814770669,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2221",7814770669,"AP Security Mgt Charge",2022024,NA
"2222",7814770669,"Express Post with Signature",2022024,0.106907894736842
"2223",7814770669,"Parcel Post with Signature",2022024,0.106907894736842
"2224",7814770818,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2225",7814770818,"AP Security Mgt Charge",2022024,NA
"2226",7814770818,"Express Post with Signature",2022024,0.106251675066751
"2227",7814770818,"Parcel Post with Signature",2022024,0.10637530519301
"2228",7814770830,"AP International Line Haul Surcharge",2022024,NA
"2229",7814770830,"Express Courier International (eParcel)",2022024,0
"2230",7814770839,"AP International Line Haul Surcharge",2022024,NA
"2231",7814770839,"Express Courier International (eParcel)",2022024,0
"2232",7814770842,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2233",7814770842,"AP Security Mgt Charge",2022024,NA
"2234",7814770842,"Express Post with Signature",2022024,0.106315070642801
"2235",7814770842,"Parcel Post with Signature",2022024,0.106907894736842
"2236",7814772562,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2237",7814772562,"Parcel Post with Signature",2022024,0.106224912835838
"2238",7814772564,"AP International Line Haul Surcharge",2022024,NA
"2239",7814772564,"PACK AND TRACK INTERNATIONAL",2022024,0
"2240",7814772565,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2241",7814772565,"AP Security Mgt Charge",2022024,NA
"2242",7814772565,"Express Post with Signature",2022024,0.106382978723404
"2243",7814772609,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2244",7814772609,"AP Security Mgt Charge",2022024,NA
"2245",7814772609,"Express Post with Signature",2022024,0.10678531701891
"2246",7814772609,"Parcel Post with Signature",2022024,0.106608152975898
"2247",7814772610,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2248",7814772610,"Parcel Post with Signature",2022024,0.106252706167557
"2249",7814773115,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2250",7814773115,"AP Security Mgt Charge",2022024,NA
"2251",7814773115,"Express Post with Signature",2022024,0.106413054800875
"2252",7814773115,"Parcel Post with Signature",2022024,0.106624323947999
"2253",7814773117,"AP International Line Haul Surcharge",2022024,NA
"2254",7814773117,"Express Courier International (eParcel)",2022024,0
"2255",7814773119,"AP International Line Haul Surcharge",2022024,NA
"2256",7814773119,"Express Courier International (eParcel)",2022024,0
"2257",7814773121,"AP International Line Haul Surcharge",2022024,NA
"2258",7814773121,"Express Courier International (eParcel)",2022024,0
"2259",7814773407,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2260",7814773407,"AP Security Mgt Charge",2022024,NA
"2261",7814773407,"Express Post with Signature",2022024,0.107015457788347
"2262",7814773408,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2263",7814773408,"AP Security Mgt Charge",2022024,NA
"2264",7814773408,"Express Post with Signature",2022024,0.106090373280943
"2265",7814773414,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2266",7814773414,"Parcel Post with Signature",2022024,0.106896551724138
"2267",7814773415,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2268",7814773415,"Parcel Post with Signature",2022024,0.106438633074149
"2269",7814773417,"AP International Line Haul Surcharge",2022024,NA
"2270",7814773417,"PACK AND TRACK INTERNATIONAL",2022024,0
"2271",7814773913,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2272",7814773913,"AP Security Mgt Charge",2022024,NA
"2273",7814773913,"Express Post with Signature",2022024,0.105813352730437
"2274",7814773913,"Parcel Post with Signature",2022024,0.106343594505154
"2275",7814773915,"AP International Line Haul Surcharge",2022024,NA
"2276",7814773915,"Express Courier International (eParcel)",2022024,0
"2277",7814773917,"AP International Line Haul Surcharge",2022024,NA
"2278",7814773917,"Express Courier International (eParcel)",2022024,0
"2279",7814773918,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2280",7814773918,"AP Security Mgt Charge",2022024,NA
"2281",7814773918,"Express Post with Signature",2022024,0.10624690501657
"2282",7814773918,"Parcel Post with Signature",2022024,0.106456398287377
"2283",7814775065,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2284",7814775065,"AP Security Mgt Charge",2022024,NA
"2285",7814775065,"Express Post with Signature",2022024,0.106220371575707
"2286",7814775065,"Parcel Post with Signature",2022024,0.10648729293415
"2287",7814775066,"AP Parcels Domestic Fuel Surcharge",2022024,0
"2288",7814775066,"eParcel Post Return",2022024,0.0878378378378378
"2289",7814777047,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2290",7814777047,"AP Security Mgt Charge",2022024,NA
"2291",7814777047,"Express Post with Signature",2022024,0.106034197462769
"2292",7814777056,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2293",7814777056,"AP Security Mgt Charge",2022024,NA
"2294",7814777056,"Express Post with Signature",2022024,0.106522415918875
"2295",7814777056,"Parcel Post with Signature",2022024,0.106060606060606
"2296",7814777057,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2297",7814777057,"AP Security Mgt Charge",2022024,NA
"2298",7814777057,"Express Post with Signature",2022024,0.10642779587405
"2299",7814777057,"Parcel Post with Signature",2022024,0.106117353308365
"2300",7814777494,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2301",7814777494,"AP Security Mgt Charge",2022024,NA
"2302",7814777494,"Express Post with Signature",2022024,0.106523534269199
"2303",7814777494,"Parcel Post with Signature",2022024,0.106639847361892
"2304",7814777888,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2305",7814777888,"AP Security Mgt Charge",2022024,NA
"2306",7814777888,"Express Post with Signature",2022024,0.106732616101867
"2307",7814777888,"Parcel Post with Signature",2022024,0.106623586429725
"2308",7814777889,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2309",7814777889,"AP Security Mgt Charge",2022024,NA
"2310",7814777889,"Express Post with Signature",2022024,0.106293162975734
"2311",7814777909,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2312",7814777909,"AP Security Mgt Charge",2022024,NA
"2313",7814777909,"Express Post with Signature",2022024,0.106465674602361
"2314",7814777909,"Parcel Post with Signature",2022024,0.106456079708594
"2315",7814778394,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2316",7814778394,"Parcel Post with Signature",2022024,0.106463942643821
"2317",7814778395,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2318",7814778395,"Parcel Post with Signature",2022024,0.106223101202125
"2319",7814779263,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2320",7814779263,"eParcel Call For Return",2022024,Inf
"2321",7814779264,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2322",7814779264,"eParcel Call For Return",2022024,Inf
"2323",7814779265,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2324",7814779265,"eParcel Call For Return",2022024,Inf
"2325",7814779266,"AP Parcels Domestic Fuel Surcharge",2022024,0
"2326",7814779266,"eParcel Call For Return",2022024,0.106418918918919
"2327",7814779267,"AP Parcels Domestic Fuel Surcharge",2022024,0
"2328",7814779267,"eParcel Call For Return",2022024,0.106418918918919
"2329",7814779268,"AP Parcels Domestic Fuel Surcharge",2022024,0
"2330",7814779268,"eParcel Call For Return",2022024,0.106418918918919
"2331",7814779269,"AP Parcels Domestic Fuel Surcharge",2022024,0
"2332",7814779269,"eParcel Call For Return",2022024,0.106418918918919
"2333",7814779270,"AP Parcels Domestic Fuel Surcharge",2022024,0
"2334",7814779270,"eParcel Call For Return",2022024,0.106418918918919
"2335",7814779271,"AP Parcels Domestic Fuel Surcharge",2022024,0
"2336",7814779271,"eParcel Call For Return",2022024,0.0879786036036036
"2337",7814779272,"AP Parcels Domestic Fuel Surcharge",2022024,0
"2338",7814779272,"eParcel Post Return",2022024,0.0878378378378378
"2339",7814779291,"AP Parcels Domestic Fuel Surcharge",2022024,0
"2340",7814779291,"eParcel Post Return",2022024,0.106418918918919
"2341",7814779292,"AP Parcels Domestic Fuel Surcharge",2022024,0
"2342",7814779292,"eParcel Post Return",2022024,0.0878378378378378
"2343",7814779769,"AP Parcels Domestic Fuel Surcharge",2022024,0
"2344",7814779769,"eParcel Post Return",2022024,0.106418918918919
"2345",7814779770,"AP Parcels Domestic Fuel Surcharge",2022024,0
"2346",7814779770,"eParcel Post Return",2022024,0.106418918918919
"2347",7814779771,"AP Parcels Domestic Fuel Surcharge",2022024,0
"2348",7814779771,"eParcel Post Return",2022024,0.106418918918919
"2349",7814779772,"AP Parcels Domestic Fuel Surcharge",2022024,0
"2350",7814779772,"eParcel Post Return",2022024,0.106418918918919
"2351",7814779824,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2352",7814779824,"AP Security Mgt Charge",2022024,NA
"2353",7814779824,"Express Post with Signature",2022024,0.106090373280943
"2354",7814779825,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2355",7814779825,"AP Security Mgt Charge",2022024,NA
"2356",7814779825,"Express Post with Signature",2022024,0.105862628630682
"2357",7814779826,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2358",7814779826,"AP Security Mgt Charge",2022024,NA
"2359",7814779826,"Express Post with Signature",2022024,0.107015457788347
"2360",7814779929,"PACK AND TRACK INTERNATIONAL",2022024,0
"2361",7814780044,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2362",7814780044,"Parcel Post with Signature",2022024,0.106474706207311
"2363",7814780048,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2364",7814780048,"Parcel Post with Signature",2022024,0.10668626277508
"2365",7814780052,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2366",7814780052,"Parcel Post with Signature",2022024,0.106501843945256
"2367",7814780163,"AP International Line Haul Surcharge",2022024,NA
"2368",7814780163,"PACK AND TRACK INTERNATIONAL",2022024,0
"2369",7814780544,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2370",7814780544,"Parcel Post with Signature",2022024,0.106518284401952
"2371",7814780545,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2372",7814780545,"Parcel Post with Signature",2022024,0.106645436730123
"2373",7814781908,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2374",7814781908,"Parcel Post with Signature",2022024,0.106299024155982
"2375",7814781909,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2376",7814781909,"AP Security Mgt Charge",2022024,NA
"2377",7814781909,"Express Post with Signature",2022024,0.106081306238221
"2378",7814781909,"Parcel Post with Signature",2022024,0.106496279472877
"2379",7814781911,"Express Courier International (eParcel)",2022024,0
"2380",7814781912,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2381",7814781912,"Parcel Post with Signature",2022024,0.106577044193568
"2382",7814781914,"AP International Line Haul Surcharge",2022024,NA
"2383",7814781914,"Express Courier International (eParcel)",2022024,0
"2384",7814782036,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2385",7814782036,"Parcel Post with Signature",2022024,0.106837606837607
"2386",7814782652,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2387",7814782652,"EPARCEL WINE STD",2022024,0.106375157422618
"2388",7814782883,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2389",7814782883,"EPARCEL WINE STD",2022024,0.10643986484808
"2390",7814782884,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2391",7814782884,"EPARCEL WINE STD",2022024,0.106413824449449
"2392",7814782885,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2393",7814782885,"EPARCEL WINE STD",2022024,0.106349535077627
"2394",7814783078,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2395",7814783078,"AP Security Mgt Charge",2022024,NA
"2396",7814783078,"Express Post with Signature",2022024,0.106326978410084
"2397",7814783078,"Parcel Post with Signature",2022024,0.106241244095533
"2398",7814783079,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2399",7814783079,"AP Security Mgt Charge",2022024,NA
"2400",7814783079,"Express Post with Signature",2022024,0.1062993697887
"2401",7814783079,"Parcel Post with Signature",2022024,0.106194377209816
"2402",7814783080,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2403",7814783080,"AP Security Mgt Charge",2022024,NA
"2404",7814783080,"Express Post with Signature",2022024,0.106106870229008
"2405",7814783081,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2406",7814783081,"Parcel Post with Signature",2022024,0.106567582824234
"2407",7814783724,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2408",7814783724,"Parcel Post with Signature",2022024,0.106691752435724
"2409",7814783727,"AP International Line Haul Surcharge",2022024,NA
"2410",7814783727,"PACK AND TRACK INTERNATIONAL",2022024,0
"2411",7814783728,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2412",7814783728,"Parcel Post with Signature",2022024,0.106188925081433
"2413",7814783787,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2414",7814783787,"Parcel Post with Signature",2022024,0.106872750787224
"2415",7814783788,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2416",7814783788,"Parcel Post with Signature",2022024,0.106636822679082
"2417",7814783911,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2418",7814783911,"AP Security Mgt Charge",2022024,NA
"2419",7814783911,"Express Post with Signature",2022024,0.106637486239155
"2420",7814783912,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2421",7814783912,"AP Security Mgt Charge",2022024,NA
"2422",7814783912,"Express Post with Signature",2022024,0.10655260973018
"2423",7814783913,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2424",7814783913,"AP Security Mgt Charge",2022024,NA
"2425",7814783913,"Express Post with Signature",2022024,0.106264594718049
"2426",7814783913,"Parcel Post with Signature",2022024,0.106394177766047
"2427",7814783914,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2428",7814783914,"AP Security Mgt Charge",2022024,NA
"2429",7814783914,"Express Post with Signature",2022024,0.106404458560593
"2430",7814783914,"Parcel Post with Signature",2022024,0.106428826381196
"2431",7814783915,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2432",7814783915,"AP Security Mgt Charge",2022024,NA
"2433",7814783915,"Express Post with Signature",2022024,0.106310745641372
"2434",7814783915,"Parcel Post with Signature",2022024,0.106422847837657
"2435",7814783932,"PACK AND TRACK INTERNATIONAL",2022024,0
"2436",7814783934,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2437",7814783934,"Parcel Post with Signature",2022024,0.106132578698788
"2438",7814785361,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2439",7814785361,"AP Security Mgt Charge",2022024,NA
"2440",7814785361,"Express Post with Signature",2022024,0.105536332179931
"2441",7814785361,"Parcel Post with Signature",2022024,0.106898080954685
"2442",7814785362,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2443",7814785362,"AP Security Mgt Charge",2022024,NA
"2444",7814785362,"Express Post with Signature",2022024,0.10634367602043
"2445",7814785362,"Parcel Post with Signature",2022024,0.10655942569567
"2446",7814785363,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2447",7814785363,"Parcel Post with Signature",2022024,0.106505461171496
"2448",7814785365,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2449",7814785365,"EPARCEL WINE STD",2022024,0.106422585472373
"2450",7814785373,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2451",7814785373,"AP Security Mgt Charge",2022024,NA
"2452",7814785373,"Express Post with Signature",2022024,0.106360382165316
"2453",7814785373,"Parcel Post with Signature",2022024,0.106347495068359
"2454",7814785391,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2455",7814785391,"Parcel Post with Signature",2022024,0.106907894736842
"2456",7814785735,"AP International Line Haul Surcharge",2022024,NA
"2457",7814785735,"Express Courier International (eParcel)",2022024,0
"2458",7814785739,"AP International Line Haul Surcharge",2022024,NA
"2459",7814785739,"Express Courier International (eParcel)",2022024,0
"2460",7814785748,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2461",7814785748,"Parcel Post with Signature",2022024,0.106576873296207
"2462",7814786045,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2463",7814786045,"Parcel Post with Signature",2022024,0.10648010206734
"2464",7814786048,"AP International Line Haul Surcharge",2022024,NA
"2465",7814786048,"PACK AND TRACK INTERNATIONAL",2022024,0
"2466",7814786051,"AP International Line Haul Surcharge",2022024,NA
"2467",7814786051,"PACK AND TRACK INTERNATIONAL",2022024,0
"2468",7814786054,"AP International Line Haul Surcharge",2022024,NA
"2469",7814786054,"PACK AND TRACK INTERNATIONAL",2022024,0
"2470",7814786057,"AP International Line Haul Surcharge",2022024,NA
"2471",7814786057,"PACK AND TRACK INTERNATIONAL",2022024,0
"2472",7814786060,"AP International Line Haul Surcharge",2022024,NA
"2473",7814786060,"PACK AND TRACK INTERNATIONAL",2022024,0
"2474",7814786063,"AP International Line Haul Surcharge",2022024,NA
"2475",7814786063,"PACK AND TRACK INTERNATIONAL",2022024,0
"2476",7814786066,"AP International Line Haul Surcharge",2022024,NA
"2477",7814786066,"PACK AND TRACK INTERNATIONAL",2022024,0
"2478",7814786069,"AP International Line Haul Surcharge",2022024,NA
"2479",7814786069,"PACK AND TRACK INTERNATIONAL",2022024,0
"2480",7814786072,"AP International Line Haul Surcharge",2022024,NA
"2481",7814786072,"PACK AND TRACK INTERNATIONAL",2022024,0
"2482",7814786074,"AP International Line Haul Surcharge",2022024,NA
"2483",7814786074,"PACK AND TRACK INTERNATIONAL",2022024,0
"2484",7814786077,"AP International Line Haul Surcharge",2022024,NA
"2485",7814786077,"PACK AND TRACK INTERNATIONAL",2022024,0
"2486",7814786094,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2487",7814786094,"Parcel Post with Signature",2022024,0.106378561808852
"2488",7814786103,"AP International Line Haul Surcharge",2022024,NA
"2489",7814786103,"PACK AND TRACK INTERNATIONAL",2022024,0
"2490",7814786106,"AP International Line Haul Surcharge",2022024,NA
"2491",7814786106,"PACK AND TRACK INTERNATIONAL",2022024,0
"2492",7814786109,"AP International Line Haul Surcharge",2022024,NA
"2493",7814786109,"PACK AND TRACK INTERNATIONAL",2022024,0
"2494",7814786114,"AP International Line Haul Surcharge",2022024,NA
"2495",7814786114,"PACK AND TRACK INTERNATIONAL",2022024,0
"2496",7814786117,"PACK AND TRACK INTERNATIONAL",2022024,0
"2497",7814786992,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2498",7814786992,"Parcel Post with Signature",2022024,0.106527579927249
"2499",7814786994,"AP International Line Haul Surcharge",2022024,NA
"2500",7814786994,"Express Courier International (eParcel)",2022024,0
"2501",7814787126,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2502",7814787126,"AP Security Mgt Charge",2022024,NA
"2503",7814787126,"Express Post with Signature",2022024,0.106299021536524
"2504",7814787128,"AP International Line Haul Surcharge",2022024,NA
"2505",7814787128,"Express Courier International (eParcel)",2022024,0
"2506",7814787129,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2507",7814787129,"AP Security Mgt Charge",2022024,NA
"2508",7814787129,"Express Post with Signature",2022024,0.106498896005387
"2509",7814787221,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2510",7814787221,"AP Security Mgt Charge",2022024,NA
"2511",7814787221,"Express Post with Signature",2022024,0.106357296808083
"2512",7814787221,"Parcel Post with Signature",2022024,0.106697120387916
"2513",7814787222,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2514",7814787222,"Parcel Post with Signature",2022024,0.106385079871098
"2515",7814787535,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2516",7814787535,"AP Security Mgt Charge",2022024,NA
"2517",7814787535,"Express Post with Signature",2022024,0.106263012443689
"2518",7814787535,"Parcel Post with Signature",2022024,0.106753693140266
"2519",7814787537,"AP International Line Haul Surcharge",2022024,NA
"2520",7814787537,"Express Courier International (eParcel)",2022024,0
"2521",7814787539,"AP International Line Haul Surcharge",2022024,NA
"2522",7814787539,"PACK AND TRACK INTERNATIONAL",2022024,0
"2523",7814787541,"AP International Line Haul Surcharge",2022024,NA
"2524",7814787541,"Express Courier International (eParcel)",2022024,0
"2525",7814787543,"AP International Line Haul Surcharge",2022024,NA
"2526",7814787543,"Express Courier International (eParcel)",2022024,0
"2527",7814787545,"AP International Line Haul Surcharge",2022024,NA
"2528",7814787545,"PACK AND TRACK INTERNATIONAL",2022024,0
"2529",7814787547,"AP International Line Haul Surcharge",2022024,NA
"2530",7814787547,"Express Courier International (eParcel)",2022024,0
"2531",7814787549,"Express Courier International (eParcel)",2022024,0
"2532",7814787551,"AP International Line Haul Surcharge",2022024,NA
"2533",7814787551,"Express Courier International (eParcel)",2022024,0
"2534",7814787553,"AP International Line Haul Surcharge",2022024,NA
"2535",7814787553,"PACK AND TRACK INTERNATIONAL",2022024,0
"2536",7814787556,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2537",7814787556,"AP Security Mgt Charge",2022024,NA
"2538",7814787556,"Express Post with Signature",2022024,0.106097932228851
"2539",7814787556,"Parcel Post with Signature",2022024,0.106628133971214
"2540",7814787557,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2541",7814787557,"AP Security Mgt Charge",2022024,NA
"2542",7814787557,"Express Post with Signature",2022024,0.105911878664816
"2543",7814787557,"Parcel Post with Signature",2022024,0.106419276828824
"2544",7814787628,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2545",7814787628,"AP Security Mgt Charge",2022024,NA
"2546",7814787628,"Express Post with Signature",2022024,0.106964389525895
"2547",7814787628,"Parcel Post with Signature",2022024,0.106645436730123
"2548",7814787629,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2549",7814787629,"Parcel Post with Signature",2022024,0.106837606837607
"2550",7814787802,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2551",7814787802,"Parcel Post with Signature",2022024,0.106837606837607
"2552",7814787803,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2553",7814787803,"Parcel Post with Signature",2022024,0.106460108683743
"2554",7814789508,"PACK AND TRACK INTERNATIONAL",2022024,0
"2555",7814789510,"AP International Line Haul Surcharge",2022024,NA
"2556",7814789510,"Express Courier International (eParcel)",2022024,0
"2557",7814790133,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2558",7814790133,"AP Security Mgt Charge",2022024,NA
"2559",7814790133,"Express Post with Signature",2022024,0.106106870229008
"2560",7814791178,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2561",7814791178,"AP Security Mgt Charge",2022024,NA
"2562",7814791178,"Express Post with Signature",2022024,0.10630602865467
"2563",7814791178,"Parcel Post with Signature",2022024,0.106512936098258
"2564",7814791180,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2565",7814791180,"AP Security Mgt Charge",2022024,NA
"2566",7814791180,"Express Post with Signature",2022024,0.106291158932841
"2567",7814791180,"Parcel Post with Signature",2022024,0.106441241045821
"2568",7814791198,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2569",7814791198,"Parcel Post with Signature",2022024,0.106523756328066
"2570",7814791200,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2571",7814791200,"Parcel Post with Signature",2022024,0.106456113081599
"2572",7814792070,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2573",7814792070,"AP Security Mgt Charge",2022024,NA
"2574",7814792070,"Express Post with Signature",2022024,0.106309844967661
"2575",7814792070,"Parcel Post with Signature",2022024,0.106324161998529
"2576",7814792206,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2577",7814792206,"Parcel Post with Signature",2022024,0.106409828517053
"2578",7814792208,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2579",7814792208,"Parcel Post with Signature",2022024,0.106818181818182
"2580",7814792210,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2581",7814792210,"Parcel Post with Signature",2022024,0.106511253410735
"2582",7814792788,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2583",7814792788,"AP Security Mgt Charge",2022024,NA
"2584",7814792788,"Express Post with Signature",2022024,0.105536332179931
"2585",7814792791,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2586",7814792791,"AP Security Mgt Charge",2022024,NA
"2587",7814792791,"Express Post with Signature",2022024,0.105862628630682
"2588",7814792791,"Parcel Post with Signature",2022024,0.106622516556291
"2589",7814792972,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2590",7814792972,"Parcel Post with Signature",2022024,0.106397170302142
"2591",7814792974,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2592",7814792974,"Parcel Post with Signature",2022024,0.106805293005671
"2593",7814792993,"AP Parcels Domestic Fuel Surcharge",2022024,NA
"2594",7814792993,"Parcel Post with Signature",2022024,0.106351770760878
"2595",7814793067,"AP International Line Haul Surcharge",2022024,NA
"2596",7814793067,"PACK AND TRACK INTERNATIONAL",2022024,0
"2597",7814793070,"PACK AND TRACK INTERNATIONAL",2022024,0
"2598",7814793079,"AP Parcels Domestic Fuel Surcharge",2022024,NA
